,Index,Word,CUI
9947,31355,leucovorin 5fu,C0278707
9948,31357,panitumumab,C0879427
9949,31361,codons,C0009221
9950,31372,folfox,C0915342
9951,31398,epirubicin,C0014582
9952,31400,stage gastric cancer,C0280253
9953,31405,cytarabine,C0010711
9954,31406,dexamethasone,C0011777
9955,31408,recurrent head neck cancer,C1335703
9956,31412,second line treatment,C1710038
9957,31415,irinotecan fluorouracil,C0935708
9958,31416,biliary tract,C0005423
9959,31418,relapsed cancer testicular,C0278841
9960,31428,reinfarction myocardial myocardial,C0948369
9961,31485,treatment treatment changing treatment treatment,C2919691
9962,31493,drug resistance,C0013203
9963,31495,drug testing,C0373483
9964,31496,drug testing,C0013175
9965,31500,therapy antiretroviral,C1963724
9966,31501,patients source source patients,C1301632
9967,31502,changing therapy,C3665894
9968,31510,inhibitors protease human immunodeficiency virus,C2756991
9969,31516,chemoprophylaxis,C0282515
9970,31521,transmission,C1096045
9971,31655,disorder,C0031572
9972,31656,disorder social social anxiety disorder disorder,C0031572
9973,31664,infections infections infections wound infections infections infections,C0043241
9974,31666,infections infections infections infections infections infections mycobacterium tuberculosis mycobacterium tuberculosis susceptible mycobacterium tuberculosis,C2936833
9975,31667,infections infections infections infections infections infections mycobacterium tuberculosis mycobacterium tuberculosis due mycobacterium tuberculosis,C0041296
9976,31668,infections infections infections infections infections infections endocarditis,C1541923
9977,31676,infections burn,C0548923
9978,31679,infections,C0042029
9979,31704,guidances,C1959633
9980,31715,nocardia,C0028240
9981,31718,diagnostic angiography,CL378222
9982,31719,angioscopy,C0162873
9983,31720,retina,C0035298
9984,31723,anterior segment eye eye anterior segment eye anterior segment eye closure anterior anterior segment eye,C1293746
9985,31724,eye eye eye eye surgery eye,C0038901
9986,31725,eye eye eye contact eye eye,C1315023
9987,31729,wound closure,C1112446
9988,31730,wound assessment,C0558033
9989,31732,anterior chamber,C0003151
9990,31735,lacrimal drainage,C2363241
9991,31739,anemia chronic kidney disease anemia chronic anemia,C1561828
9992,31754,therapy intravenous iron,CL416295
9993,31759,transferrin saturation,C1277709
9994,31763,iv iron,C0082568
9995,31768,excess iron,C0282193
9996,31769,needs,C0027552
9997,31773,storage,C1698986
9998,31774,sites,C0205145
9999,31782,sodium ferric gluconate complex,C0875947
10000,31786,assays,C0005507
10001,31787,bound,C2349209
10002,31791,use caution,C1710588
10003,31792,serum,C0696113
10004,31793,serum,C0683149
10005,31802,5 days,C3842674
10006,31803,treatment treatment skin treatment,C1718338
10007,31809,allergic rhinitis perennial allergic,C0035457
10008,31811,rhinitis perennial allergic,C0035457
10009,31828,yearly,C0439508
10010,31840,pathologic myopia,C3537442
10011,31841,pathologic myopia,C0154778
10012,31842,pathologic ocular ocular pathologic,C1518542
10013,31854,histoplasmosis,C0019655
10014,31866,subfoveal,C0442185
10015,31867,choroidal neovascularization cnv,C0423433
10016,31869,macular degeneration wet,C2237660
10017,31877,occult,C0028794
10018,31886,central serous chorioretinopathy,C0730328
10019,31898,long,C0205166
10020,31900,facilitation intubation,C0857231
10021,31904,note pediatric,C3261184
10022,31906,nondepolarizing neuromuscular blocker,C2917437
10023,31910,acute rhabdomyolysis,C3807306
10024,31912,acute hyperkalemia,C0268022
10025,31913,asystole,C0018790
10026,31915,succinylcholine,C0038627
10027,31916,emergency procedures,C1298802
10028,31917,procedures access,CL462885
10029,31918,not control,C0205318
10030,31919,muscle contractions,C0026820
10031,31922,electroconvulsive therapy ect,C0013806
10032,31934,platelet transfusions,C0086818
10033,31944,oprelvekin,C0537670
10034,32005,telithromycin,C1452484
10035,32011,breast cancer breast cancer breast risk breast breast cancer breast cancer high risk risk breast cancer breast cancer high risk risk breast risk risk breast cancer risk breast cancer risk,CL500221
10036,32012,breast cancer breast cancer breast risk breast breast cancer breast cancer risk risk breast cancer breast cancer risk risk breast risk risk breast cancer gail model risk breast cancer gail model risk assessment tool,C1511297
10037,32018,tumors estrogen receptor positive,C1562312
10038,32020,er,C0014688
10039,32030,ductal carcinoma situ breast,C0007124
10040,32034,dcis breast,C0007124
10041,32036,breast surgery,C0851312
10042,32037,breast surgery,C3714726
10043,32041,risk risk risk risk risk risk risk estimate risk risk,C1519101
10044,32042,risk risk risk risk low risk risk risk risk risk,C3538919
10045,32063,cancer incidence,CL365928
10046,32065,inherited,CL035566
10047,32066,mutations brca1,C1511022
10048,32070,discussing option,C0557066
10049,32071,cancer chemoprevention,C0282515
10050,32079,average risk,CL463897
10051,32082,factor predicting,C0683956
10052,32083,developing,C0518181
10053,32086,womans,C0043210
10054,32087,health care professionals,C1704312
10055,32093,dacarbazine cisplatin,C0278887
10056,32100,stimulation ovulation,C1372894
10057,32102,mastalgia,C0024902
10058,32104,gynecomastia,C0018418
10059,32109,bipolar disorder bipolar i disorder mixed,C0236780
10060,32112,episodes psychotic,C0338614
10061,32164,peginterferon ribavirin peginterferon ribavirin,C1875630
10062,32216,depression bipolar i disorder bipolar severe,C3472683
10063,32225,leukemia,C0023418
10064,32228,tumors result,C3814152
10065,32230,anticancer therapy,C0920425
10066,32234,elevation uric acid,C0041981
10067,32235,elevation uric acid,C0740394
10068,32240,rasburicase,C0937932
10069,32257,sildenafil,C0529793
10070,32260,suggestive,C0332299
10071,32268,other other therapy therapy,C0418967
10072,32270,photopheresis,C0206373
10073,32271,idiopathic vitiligo,C1304376
10074,32274,note patient note patient note patient note patient note note patient patient,C2360554
10075,32277,not equally,C0242503
10076,32278,not disabling not not not,C4035401
10077,32281,completeness,C0439812
10078,32282,onset time,C0449244
10079,32286,abdomen,C0230168
10080,32287,buttocks,C0006497
10081,32289,dorsum hands,C0230372
10082,32290,severe disabling,C0424990
10083,32291,severe disabling,C4035398
10084,32295,biopsy,C0005558
10085,32297,atopic dermatitis eczema,C0497391
10086,32298,dermatitis lichen planus,C0162848
10087,32300,increased tolerance,C0151956
10088,32302,sunlight,C0038817
10089,32304,methoxsalen,C0025684
10090,32305,soft capsules,C1273639
10091,32306,gelatin,C3255729
10092,32307,capsules hard gelatin capsules,C3255729
10093,32308,hard gelatin capsules,C3255729
10094,32312,required required physicians,CL462878
10095,32313,required required physicians,CL462877
10096,32317,differences,C0009671
10097,32318,evaluate patient,C0679830
10098,32319,evaluate patient,C2986511
10099,32322,dose dose dose number,C1115464
10100,32323,dose dose dose adjust exposure exposure,C2826673
10101,32324,peak time,C2923471
10102,32326,drug administration,C0150270
10103,32328,photochemotherapy,C0031740
10104,32329,event,C0441471
10105,32330,changes schedule schedule schedule schedule schedule schedule,C3843044
10106,32331,changes may may may may may may,C1193122
10107,32332,falls,C0085639
10108,32333,adjacent,C0205117
10109,32334,weight category,C1373214
10110,32337,great,C0549177
10111,32338,modify,C0392747
10112,32339,generalized psoriasis,C1304123
10113,32340,responding condition condition,C0683264
10114,32341,condition worsening condition,CL481994
10115,32342,condition improvement condition improvement,C3242272
10116,32343,appears,C0700364
10117,32344,phototoxic reaction,C0162830
10118,32346,condition following,C0231290
10119,32350,no improvement,C3844714
10120,32352,interruption,C1512900
10121,32355,erythema,C0332575
10122,32357,shortened,C1282927
10123,32360,flares,C3540542
10124,32361,develops,C1254042
10125,32362,involved areas,C0449730
10126,32365,maintenance schedule,C3828221
10127,32366,treatment schedule,CL031856
10128,32368,schedule patient,C0030703
10129,32378,treatment pain pain pain pain,C1291732
10130,32412,digoxin toxicity,C0274727
10131,32413,ecg changes,C0855329
10132,32416,note generally note note generally,C3242009
10133,32418,serum concentration,C0683149
10134,32423,clinical variable clinical clinical,C1842176
10135,32426,maintained maintained,C0442739
10136,32427,patients conditions patients patients patients patients patients,C0683521
10137,32431,serum potassium decreases,C0595885
10138,32445,moderate dose,C1709056
10139,32449,days weeks,C0585023
10140,32451,deficit,C0011155
10141,32452,patients intensive care unit,C0010337
10142,32454,acute hypokalemia,C0268015
10143,32459,increase serum potassium,C0553704
10144,32485,high sodium,C0595879
10145,32503,apprehension,C0233485
10146,32504,induce sleep,C4042825
10147,32505,quiet sleep,C0234451
10148,32507,easily,C0332219
10149,32508,preoperative postoperative procedural,C0393097
10150,32513,hyperemesis gravidarum,C0020450
10151,32515,hyperthyroidism graves,C0018213
10152,32522,acute hypotension,C0745176
10153,32523,acute cardiogenic shock,C0518972
10154,32524,hypotension shock,C0679394
10155,32525,shock septic,C0036983
10156,32528,upper gi,C0203057
10157,32533,anxiety situational anxiety anxiety,C0262377
10158,32537,procedural preoperative preoperative preoperative,C0205908
10159,32539,operative,C1882154
10160,32542,sedation induction,C0412774
10161,32545,relief pediatric,C0722524
10162,32549,intramuscular route,C1556154
10163,32556,using intravenous,C1522726
10164,32557,port,C1706409
10165,32564,alcohol acute,C0699757
10166,32565,alcohol prevention alcohol,C0920391
10167,32570,antiemetics,C0003297
10168,32579,injury,C3263723
10169,32583,carbon manganese,C0065641
10170,32589,monitor patients,C0030695
10171,32593,carbidopa levodopa,C0353697
10172,32596,other medication,C1114750
10173,32608,nausea vomiting therapy,C0279035
10174,32610,therapy individualized therapy,C0204525
10175,32611,individualized adjusted,C0376209
10176,32615,therapy need,C1830593
10177,32621,requires,C3245502
10178,32729,use insulin,C0240016
10179,32734,antidiabetic,C0935929
10180,32743,delay pubertal growth delay,C0034012
10181,32744,delay menarche delay menarche,C0232939
10182,32746,puberty menarche menarche,CL366040
10183,32747,puberty females precocious females,C0271616
10184,32749,early menarche,C0342548
10185,32751,low birth weight,C0024032
10186,32759,treatment treatment treatment combination treatment treatment combination treatment combination combination treatment treatment combination treatment combination treatment combination treatment combination treatment treatment combination,C0009429
10187,32768,doxorubicin vinblastine,C0280930
10188,32769,doxorubicin doxorubicin dacarbazine,C0050841
10189,32778,stage iii,C0441771
10190,32779,stage iv,C0441772
10191,32781,metastatic osteogenic sarcoma,C0278512
10192,32784,mesna ifosfamide,C1170010
10193,32786,metastatic ewings sarcoma,C0278586
10194,32794,carcinomatous meningitis,C0220654
10195,32798,neuroblastoma,C0027819
10196,32809,type iv,C0441732
10197,32810,type type patients patients type type patients,C1550335
10198,32811,triglycerides chylomicrons,C1507087
10199,32813,risk coronary artery disease,C3640263
10200,32814,artery pancreatitis artery,C0884057
10201,32815,disease pancreatitis,C0030286
10202,32820,gemfibrozil,C0017245
10203,32822,type i hyperlipoproteinemia,C0023817
10204,32826,normal concentrations,CL423143
10205,32827,concentrations plasma,C0683150
10206,32828,inspection,CL357898
10207,32829,refrigerated,C2347927
10208,32836,therapy type,C0814259
10209,32838,elevated cholesterol,C0020443
10210,32839,cholesterol ldl,C0023824
10211,32840,cholesterol ldl,C0202117
10212,32841,cholesterol triglycerides vldl,C1370105
10213,32842,triglycerides ldl,C0065191
10214,32843,low hdl,C0151691
10215,32847,treatment treatment treatment treatment treatment treatment treatment treatment treatment induction treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment induction treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment,CL497984
10216,32848,treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment not not treatment indications treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment,C0420603
10217,32866,aspergilloma,C0276651
10218,32868,refractory refractory,C0205269
10219,32878,blastomycosis,C0005716
10220,32882,infections infections chronic chronic infections infections chronic chronic,CL481910
10221,32883,infections infections meningitis meningitis meningitis infections infections meningitis,C0729584
10222,32891,moderate severe severe severe severe severe severe severe,C1299393
10223,32894,severe severe severe severe severe severe ill ill severe,C0521117
10224,32901,consolidation,C1511484
10225,32907,onychomycosis due dermatophytes,C0040261
10226,32914,adverse reactions itraconazole,C0569956
10227,32915,associated associated attributed,C0004083
10228,32916,nail specimens,C0444077
10229,32917,sent,C1519246
10230,32918,laboratory testing,C0022885
10231,32919,testing coccidioidal serologic,C0201333
10232,32921,diagnosis prior,C0332132
10233,32923,fingernail,C0222001
10234,32925,toenail,C0222007
10235,32929,mucocutaneous candidiasis,C0006848
10236,32931,itraconazole oral solution,C1252992
10237,32935,states patients,C0683521
10238,32944,recurrent vulvovaginal candidiasis,C4023003
10239,32945,cryptococcosis,C0010414
10240,32946,consolidation therapy,C1511484
10241,32947,successful,C1272703
10242,32948,disseminated coccidioidomycosis,C0276667
10243,32953,coccidioidomycosis pneumonia,C0553969
