index,Class,Drug,generics
4498,Nonsteroidal anti-inflammatory drugs,Midol IB,generic name: ibuprofen
4499,Nonsteroidal anti-inflammatory drugs,Motrin Childrens,generic name: ibuprofen
4500,Nonsteroidal anti-inflammatory drugs,Motrin Junior Strength,generic name: ibuprofen
4501,Nonsteroidal anti-inflammatory drugs,NeoProfen,generic name: ibuprofen
4502,Nonsteroidal anti-inflammatory drugs,Prevacid NapraPAC,generic name: lansoprazole/naproxen
4503,Nonsteroidal anti-inflammatory drugs,ProFeno,generic name: fenoprofen
4504,Nonsteroidal anti-inflammatory drugs,Proprinal,generic name: ibuprofen
4505,Nonsteroidal anti-inflammatory drugs,Q-Profen,generic name: ibuprofen
4506,Nonsteroidal anti-inflammatory drugs,Tivorbex,generic name: indomethacin
4507,Nonsteroidal anti-inflammatory drugs,Tolectin 600,generic name: tolmetin
4508,NS5A inhibitors,Daklinza,generic name: daclatasvir
4509,nucleoside reverse transcriptase inhibitors (NRTIs),Baraclude,generic name: entecavir
4510,nucleoside reverse transcriptase inhibitors (NRTIs),Epivir-HBV,generic name: lamivudine
4511,nucleoside reverse transcriptase inhibitors (NRTIs),Hepsera,generic name: adefovir
4512,nucleoside reverse transcriptase inhibitors (NRTIs),Videx,generic name: didanosine
4513,nucleoside reverse transcriptase inhibitors (NRTIs),Ziagen,generic name: abacavir
4514,nucleoside reverse transcriptase inhibitors (NRTIs),Viread,generic name: tenofovir
4515,nucleoside reverse transcriptase inhibitors (NRTIs),Epivir,generic name: lamivudine
4516,nucleoside reverse transcriptase inhibitors (NRTIs),Retrovir,generic name: zidovudine
4517,nucleoside reverse transcriptase inhibitors (NRTIs),Zerit,generic name: stavudine
4518,nucleoside reverse transcriptase inhibitors (NRTIs),Emtriva,generic name: emtricitabine
4519,nucleoside reverse transcriptase inhibitors (NRTIs),Hivid,generic name: zalcitabine
4520,nucleoside reverse transcriptase inhibitors (NRTIs),Tyzeka,generic name: telbivudine
4521,nucleoside reverse transcriptase inhibitors (NRTIs),Vemlidy,generic name: tenofovir alafenamide
4522,nucleoside reverse transcriptase inhibitors (NRTIs),Videx EC,generic name: didanosine
4523,nutraceutical products,Coenzyme Q10,generic name: ubiquinone
4524,nutraceutical products,Omacor,generic name: omega-3 polyunsaturated fatty acids
4525,nutraceutical products,Osteo Bi-Flex,generic name: chondroitin/glucosamine
4526,nutraceutical products,CoQ10,generic name: ubiquinone
4527,nutraceutical products,Lovaza,generic name: omega-3 polyunsaturated fatty acids
4528,nutraceutical products,Melatonin Time Release,generic name: melatonin
4529,nutraceutical products,L-Carnitine,generic name: levocarnitine
4530,nutraceutical products,SAMe,generic name: s-adenosylmethionine
4531,nutraceutical products,Fish Oil,generic name: omega-3 polyunsaturated fatty acids
4532,nutraceutical products,Cosamin DS,generic name: chondroitin/glucosamine
4533,nutraceutical products,Carnitor SF,generic name: levocarnitine
4534,nutraceutical products,Schiff Move Free,generic name: chondroitin/glucosamine
4535,nutraceutical products,TheraTears Nutrition,generic name: omega-3 polyunsaturated fatty acids
4536,nutraceutical products,Alpha-Lipoic-Acid-300,generic name: alpha-lipoic acid
4537,nutraceutical products,Aminomine,generic name: tryptophan
4538,nutraceutical products,Animi-3,generic name: omega-3 polyunsaturated fatty acids
4539,nutraceutical products,Animi-3 with Vitamin D,generic name: omega-3 polyunsaturated fatty acids
4540,nutraceutical products,Carnitor,generic name: levocarnitine
4541,nutraceutical products,Cidaflex,generic name: chondroitin/glucosamine
4542,nutraceutical products,Cystadane,generic name: betaine
4543,nutraceutical products,Divista,generic name: omega-3 polyunsaturated fatty acids
4544,nutraceutical products,Dry Eye Omega Benefits,generic name: omega-3 polyunsaturated fatty acids
4545,nutraceutical products,elppa CoQ10,generic name: ubiquinone
4546,nutraceutical products,Endari,generic name: glutamine
4547,nutraceutical products,Epanova,generic name: omega-3 polyunsaturated fatty acids
4548,nutraceutical products,Genicin,generic name: glucosamine
4549,nutraceutical products,Glucoten,generic name: chondroitin/glucosamine
4550,nutraceutical products,GlutaSolve,generic name: glutamine
4551,nutraceutical products,Lecithin-Softgels,generic name: lecithin
4552,nutraceutical products,LiQsorb,generic name: ubiquinone
4553,nutraceutical products,Me-500,generic name: methionine
4554,nutraceutical products,MegaKrill,generic name: omega-3 polyunsaturated fatty acids
4555,nutraceutical products,Mi-Omega NF,generic name: omega-3 polyunsaturated fatty acids
4556,nutraceutical products,Nature's Bounty Red Krill Oil,generic name: omega-3 polyunsaturated fatty acids
4557,nutraceutical products,Niacin Flush Free,generic name: inositol
4558,nutraceutical products,Niacinol,generic name: inositol
4559,nutraceutical products,NutreStore,generic name: glutamine
4560,nutraceutical products,Omtryg,generic name: omega-3 polyunsaturated fatty acids
4561,nutraceutical products,OptiFlex-C,generic name: chondroitin
4562,nutraceutical products,Optiflex-G,generic name: glucosamine
4563,nutraceutical products,OptiFlex Complete,generic name: chondroitin/glucosamine
4564,nutraceutical products,Osteo Bi-Flex Advanced,generic name: chondroitin/glucosamine/methylsulfonylmethane
4565,nutraceutical products,Prenatal DHA,generic name: omega-3 polyunsaturated fatty acids
4566,nutraceutical products,Pryflex,generic name: chondroitin/glucosamine
4567,nutraceutical products,Q-Sorb Co Q-10,generic name: ubiquinone
4568,nutraceutical products,QuinZyme,generic name: ubiquinone
4569,nutraceutical products,Relamine,generic name: chondroitin/glucosamine
4570,nutraceutical products,SYMPT-X G.I.,generic name: glutamine
4571,nutraceutical products,Triklo,generic name: omega-3 polyunsaturated fatty acids
4572,nutraceutical products,Vascazen,generic name: omega-3 polyunsaturated fatty acids
4573,nutraceutical products,Vayarin,generic name: omega-3 polyunsaturated fatty acids
4574,nutraceutical products,Wellbaby DHA,generic name: omega-3 polyunsaturated fatty acids
4576,ophthalmic anesthetics,Akten,generic name: lidocaine
4577,ophthalmic anesthetics,Alcaine,generic name: proparacaine
4578,ophthalmic anesthetics,Altacaine,generic name: tetracaine
4579,ophthalmic anesthetics,Ocu-Caine,generic name: proparacaine
4580,ophthalmic anesthetics,Ophthetic,generic name: proparacaine
4581,ophthalmic anesthetics,Parcaine,generic name: proparacaine
4582,ophthalmic anesthetics,TetraVisc,generic name: tetracaine
4583,ophthalmic anti-infectives,Iquix,generic name: levofloxacin
4584,ophthalmic anti-infectives,Natacyn,generic name: natamycin
4585,ophthalmic anti-infectives,Tobrex,generic name: tobramycin
4586,ophthalmic anti-infectives,Polytrim,generic name: polymyxin b/trimethoprim
4587,ophthalmic anti-infectives,Ciloxan,generic name: ciprofloxacin
4588,ophthalmic anti-infectives,Viroptic,generic name: trifluridine
4589,ophthalmic anti-infectives,Zirgan,generic name: ganciclovir
4590,ophthalmic anti-infectives,Moxeza,generic name: moxifloxacin
4591,ophthalmic anti-infectives,Zymar,generic name: gatifloxacin
4592,ophthalmic anti-infectives,Besivance,generic name: besifloxacin
4593,ophthalmic anti-infectives,Vigamox,generic name: moxifloxacin
4594,ophthalmic anti-infectives,Azasite,generic name: azithromycin
4595,ophthalmic anti-infectives,AK-Chlor,generic name: chloramphenicol
4596,ophthalmic anti-infectives,AK-Poly-Bac,generic name: bacitracin/polymyxin b
4597,ophthalmic anti-infectives,AK-Tob,generic name: tobramycin
4598,ophthalmic anti-infectives,Betadine Ophthalmic Solution,generic name: povidone iodine
4599,ophthalmic anti-infectives,Bleph-10,generic name: sulfacetamide sodium
4600,ophthalmic anti-infectives,Chloromycetin Ophthalmic,generic name: chloramphenicol
4601,ophthalmic anti-infectives,Chloroptic,generic name: chloramphenicol
4602,ophthalmic anti-infectives,Dendrid,generic name: idoxuridine
4603,ophthalmic anti-infectives,Eyemycin,generic name: erythromycin
4604,ophthalmic anti-infectives,Garamycin Ophthalmic,generic name: gentamicin
4605,ophthalmic anti-infectives,Genoptic,generic name: gentamicin
4606,ophthalmic anti-infectives,Gentacidin,generic name: gentamicin
4607,ophthalmic anti-infectives,Gentak,generic name: gentamicin
4608,ophthalmic anti-infectives,Gentasol,generic name: gentamicin
4609,ophthalmic anti-infectives,Ilotycin,generic name: erythromycin
4610,ophthalmic anti-infectives,Isopto Cetamide,generic name: sulfacetamide sodium
4611,ophthalmic anti-infectives,Neo-Polycin,generic name: bacitracin/neomycin/polymyxin b
4612,ophthalmic anti-infectives,Neocidin,generic name: bacitracin/neomycin/polymyxin b
4613,ophthalmic anti-infectives,Neocidin Ophthalmic Solution,generic name: gramicidin/neomycin/polymyxin b
4614,ophthalmic anti-infectives,Neosporin Ophthalmic,generic name: gramicidin/neomycin/polymyxin b
4615,ophthalmic anti-infectives,Ocu-Chlor,generic name: chloramphenicol
4616,ophthalmic anti-infectives,Ocu-Mycin,generic name: gentamicin
4617,ophthalmic anti-infectives,Ocu-Spore-G,generic name: gramicidin/neomycin/polymyxin b
4618,ophthalmic anti-infectives,Ocuflox,generic name: ofloxacin
4619,ophthalmic anti-infectives,Polycin-B,generic name: bacitracin/polymyxin b
4620,ophthalmic anti-infectives,Quixin,generic name: levofloxacin
4621,ophthalmic anti-infectives,Roymicin,generic name: erythromycin
4622,ophthalmic anti-infectives,Sulf-10,generic name: sulfacetamide sodium
4623,ophthalmic anti-infectives,Terramycin with Polymyxin B Sulfate,generic name: oxytetracycline/polymyxin b
4624,ophthalmic anti-infectives,Tobrasol,generic name: tobramycin
4625,ophthalmic anti-infectives,Tomycine,generic name: tobramycin
4626,ophthalmic anti-infectives,Vira-A,generic name: vidarabine
4627,ophthalmic anti-infectives,Vitrasert,generic name: ganciclovir
4628,ophthalmic anti-infectives,Zymaxid,generic name: gatifloxacin
4629,ophthalmic anti-inflammatory agents,Bromday,generic name: bromfenac
4630,ophthalmic anti-inflammatory agents,Acular LS,generic name: ketorolac
4631,ophthalmic anti-inflammatory agents,Acuvail,generic name: ketorolac
4632,ophthalmic anti-inflammatory agents,Nevanac,generic name: nepafenac
4633,ophthalmic anti-inflammatory agents,Acular,generic name: ketorolac
4634,ophthalmic anti-inflammatory agents,Prolensa,generic name: bromfenac
4635,ophthalmic anti-inflammatory agents,Xiidra,generic name: lifitegrast
4636,ophthalmic anti-inflammatory agents,Restasis,generic name: cyclosporine
4637,ophthalmic anti-inflammatory agents,Acular PF,generic name: ketorolac
4638,ophthalmic anti-inflammatory agents,BromSite,generic name: bromfenac
4639,ophthalmic anti-inflammatory agents,Ocufen,generic name: flurbiprofen
4640,ophthalmic anti-inflammatory agents,Profenal,generic name: suprofen
4641,ophthalmic anti-inflammatory agents,Voltaren Ophthalmic,generic name: diclofenac
4642,ophthalmic anti-inflammatory agents,Xibrom,generic name: bromfenac
4643,ophthalmic antihistamines and decongestants,Alaway,generic name: ketotifen
4644,ophthalmic antihistamines and decongestants,Alocril,generic name: nedocromil
4645,ophthalmic antihistamines and decongestants,Prefrin,generic name: phenylephrine
4646,ophthalmic antihistamines and decongestants,Elestat,generic name: epinastine
4647,ophthalmic antihistamines and decongestants,Visine-A,generic name: naphazoline/pheniramine
4648,ophthalmic antihistamines and decongestants,Patanol,generic name: olopatadine
4649,ophthalmic antihistamines and decongestants,Optivar,generic name: azelastine
4650,ophthalmic antihistamines and decongestants,Pataday,generic name: olopatadine
4651,ophthalmic antihistamines and decongestants,Bepreve,generic name: bepotastine
4652,ophthalmic antihistamines and decongestants,Opcon-A,generic name: naphazoline/pheniramine
4653,ophthalmic antihistamines and decongestants,Lastacaft,generic name: alcaftadine
4654,ophthalmic antihistamines and decongestants,Alamast,generic name: pemirolast
4655,ophthalmic antihistamines and decongestants,Visine Original,generic name: tetrahydrozoline
4656,ophthalmic antihistamines and decongestants,Zaditor,generic name: ketotifen
4657,ophthalmic antihistamines and decongestants,Pazeo,generic name: olopatadine
4658,ophthalmic antihistamines and decongestants,Visine Totality Multi-Symptom Relief,generic name: tetrahydrozoline/zinc sulfate
4659,ophthalmic antihistamines and decongestants,Alomide,generic name: lodoxamide
4660,ophthalmic antihistamines and decongestants,AK-Con,generic name: naphazoline
4661,ophthalmic antihistamines and decongestants,AK-Dilate,generic name: phenylephrine
4662,ophthalmic antihistamines and decongestants,Albalon,generic name: naphazoline
4663,ophthalmic antihistamines and decongestants,Allersol,generic name: naphazoline
4664,ophthalmic antihistamines and decongestants,Altafrin,generic name: phenylephrine
4665,ophthalmic antihistamines and decongestants,Altazine,generic name: tetrahydrozoline
4666,ophthalmic antihistamines and decongestants,Claritin Eye,generic name: ketotifen
4667,ophthalmic antihistamines and decongestants,Clear Eyes Redness Relief,generic name: naphazoline
4668,ophthalmic antihistamines and decongestants,Crolom,generic name: cromolyn
4669,ophthalmic antihistamines and decongestants,Emadine,generic name: emedastine
4670,ophthalmic antihistamines and decongestants,Eye Allergy Relief,generic name: naphazoline/pheniramine
4671,ophthalmic antihistamines and decongestants,Eye Itch Relief,generic name: ketotifen
4672,ophthalmic antihistamines and decongestants,Geneye Extra,generic name: tetrahydrozoline
4673,ophthalmic antihistamines and decongestants,Geneyes,generic name: tetrahydrozoline
4674,ophthalmic antihistamines and decongestants,Livostin,generic name: levocabastine
4675,ophthalmic antihistamines and decongestants,Mydfrin,generic name: phenylephrine
4676,ophthalmic antihistamines and decongestants,Naphcon,generic name: naphazoline
4677,ophthalmic antihistamines and decongestants,Naphcon-A,generic name: naphazoline/pheniramine
4678,ophthalmic antihistamines and decongestants,Naphcon Forte,generic name: naphazoline
4679,ophthalmic antihistamines and decongestants,Nazil Ofteno,generic name: naphazoline
4680,ophthalmic antihistamines and decongestants,Neofrin,generic name: phenylephrine
4681,ophthalmic antihistamines and decongestants,Ocu-Phrin,generic name: phenylephrine
4682,ophthalmic antihistamines and decongestants,Ocu-Zoline,generic name: naphazoline
4683,ophthalmic antihistamines and decongestants,OcuClear,generic name: oxymetazoline
4684,ophthalmic antihistamines and decongestants,Opti-Clear,generic name: tetrahydrozoline
4685,ophthalmic antihistamines and decongestants,Optigene 3,generic name: tetrahydrozoline
4686,ophthalmic antihistamines and decongestants,Redness Relief,generic name: tetrahydrozoline
4687,ophthalmic antihistamines and decongestants,Refresh Eye Itch Relief,generic name: ketotifen
4688,ophthalmic antihistamines and decongestants,Refresh Redness Relief,generic name: phenylephrine
4689,ophthalmic antihistamines and decongestants,VasoClear,generic name: naphazoline
