"DrugClass_DrugClass_name","DrugClass_DrugClass_drugNames_name","DrugClass_DrugClass_drugNames_generic"
"psychotherapeutic combinations","Etrafon Forte","generic name: amitriptyline/perphenazine"
"psychotherapeutic combinations","Symbyax","generic name: fluoxetine/olanzapine"
"psychotherapeutic combinations","Limbitrol DS","generic name: amitriptyline/chlordiazepoxide"
"psychotherapeutic combinations","Limbitrol","generic name: amitriptyline/chlordiazepoxide"
"psychotherapeutic combinations","Duo-Vil","generic name: amitriptyline/perphenazine"
"purine nucleosides","Ribasphere","generic name: ribavirin"
"purine nucleosides","Valtrex","generic name: valacyclovir"
"purine nucleosides","Famvir","generic name: famciclovir"
"purine nucleosides","Sitavig","generic name: acyclovir"
"purine nucleosides","Zovirax","generic name: acyclovir"
"purine nucleosides","Copegus","generic name: ribavirin"
"purine nucleosides","Moderiba","generic name: ribavirin"
"purine nucleosides","Valcyte","generic name: valganciclovir"
"purine nucleosides","Rebetol","generic name: ribavirin"
"purine nucleosides","RibaPak","generic name: ribavirin"
"purine nucleosides","Cytovene","generic name: ganciclovir"
"purine nucleosides","RibaTab","generic name: ribavirin"
"purine nucleosides","Virazole","generic name: ribavirin"
"purine nucleosides","Vistide","generic name: cidofovir"
"pyrrolidine anticonvulsants","Keppra XR","generic name: levetiracetam"
"pyrrolidine anticonvulsants","Briviact","generic name: brivaracetam"
"pyrrolidine anticonvulsants","Keppra","generic name: levetiracetam"
"pyrrolidine anticonvulsants","Elepsia XR","generic name: levetiracetam"
"pyrrolidine anticonvulsants","Roweepra","generic name: levetiracetam"
"pyrrolidine anticonvulsants","Roweepra XR","generic name: levetiracetam"
"pyrrolidine anticonvulsants","Spritam","generic name: levetiracetam"
"quinolones","Maxaquin","generic name: lomefloxacin"
"quinolones","Floxin","generic name: ofloxacin"
"quinolones","Noroxin","generic name: norfloxacin"
"quinolones","Tequin","generic name: gatifloxacin"
"quinolones","Cipro I.V.","generic name: ciprofloxacin"
"quinolones","Avelox","generic name: moxifloxacin"
"quinolones","Cipro","generic name: ciprofloxacin"
"quinolones","Levaquin","generic name: levofloxacin"
"quinolones","Proquin XR","generic name: ciprofloxacin"
"quinolones","Factive","generic name: gemifloxacin"
"quinolones","Avelox I.V.","generic name: moxifloxacin"
"quinolones","Baxdela","generic name: delafloxacin"
"quinolones","Cinobac","generic name: cinoxacin"
"quinolones","Cipro XR","generic name: ciprofloxacin"
"quinolones","NegGram","generic name: nalidixic acid"
"quinolones","Trovan","generic name: trovafloxacin"
"quinolones","Zagam","generic name: sparfloxacin"
"radiocontrast agents","",""
"radiologic adjuncts","",""
"radiologic agents","",""
"radiologic conjugating agents","Lymphoseek","generic name: tilmanocept"
"radiologic conjugating agents","Cardiolite","generic name: sestamibi"
"radiologic conjugating agents","Ceretec","generic name: exametazime"
"radiologic conjugating agents","Choletec","generic name: mebrofenin"
"radiologic conjugating agents","In-111 Zevalin","generic name: ibritumomab"
"radiologic conjugating agents","Myoview","generic name: tetrofosmin"
"radiologic conjugating agents","Netspot","generic name: gallium ga 68 dotatate"
"radiologic conjugating agents","Neurolite","generic name: bicisate dihydrochloride"
"radiologic conjugating agents","TechneScan HDP","generic name: oxidronate"
"radiologic conjugating agents","Y-90 Zevalin","generic name: ibritumomab"
"radiologic conjugating agents","Zevalin","generic name: ibritumomab"
"radiopharmaceuticals","",""
"recombinant human erythropoietins","Aranesp","generic name: darbepoetin alfa"
"recombinant human erythropoietins","Epogen","generic name: epoetin alfa"
"recombinant human erythropoietins","Mircera","generic name: epoetin beta-methoxy polyethylene glycol"
"recombinant human erythropoietins","Procrit","generic name: epoetin alfa"
"recombinant human erythropoietins","Omontys","generic name: peginesatide"
"renin inhibitors","Tekturna","generic name: aliskiren"
"respiratory agents","",""
"respiratory inhalant products","",""
"rifamycin derivatives","Rifadin","generic name: rifampin"
"rifamycin derivatives","Mycobutin","generic name: rifabutin"
"rifamycin derivatives","Priftin","generic name: rifapentine"
"rifamycin derivatives","Rifadin IV","generic name: rifampin"
"rifamycin derivatives","Rimactane","generic name: rifampin"
"salicylates","Arthritis Pain","generic name: aspirin"
"salicylates","Bayer Aspirin Regimen","generic name: aspirin"
"salicylates","Bayer Children's Aspirin","generic name: aspirin"
"salicylates","Disalcid","generic name: salsalate"
"salicylates","Aspergum","generic name: aspirin"
"salicylates","Aspir-Low","generic name: aspirin"
"salicylates","Doans Pills Extra Strength","generic name: magnesium salicylate"
"salicylates","Trilisate","generic name: choline salicylate/magnesium salicylate"
"salicylates","Doan's Pills","generic name: magnesium salicylate"
"salicylates","Ecotrin","generic name: aspirin"
"salicylates","Dolobid","generic name: diflunisal"
"salicylates","Bayer Aspirin","generic name: aspirin"
"salicylates","Halfprin","generic name: aspirin"
"salicylates","Alka-Seltzer Extra Strength","generic name: aspirin/citric acid/sodium bicarbonate"
"salicylates","Alka-Seltzer Original","generic name: aspirin/citric acid/sodium bicarbonate"
"salicylates","Ascriptin","generic name: aspirin"
"salicylates","Aspir 81","generic name: aspirin"
"salicylates","Aspiritab","generic name: aspirin"
"salicylates","Aspirtab","generic name: aspirin"
"salicylates","Choline Magnesium Trisalicylate","generic name: choline salicylate/magnesium salicylate"
"salicylates","Easprin","generic name: aspirin"
"salicylates","Ecpirin","generic name: aspirin"
"salicylates","Entercote","generic name: aspirin"
"salicylates","Fasprin","generic name: aspirin"
"salicylates","Genacote","generic name: aspirin"
"salicylates","Miniprin","generic name: aspirin"
"salicylates","MST","generic name: magnesium salicylate"
"salicylates","Norwich Aspirin","generic name: aspirin"
"salicylates","Nuprin Backache","generic name: magnesium salicylate"
"salicylates","Salsitab","generic name: salsalate"
"salicylates","St. Joseph Aspirin","generic name: aspirin"
"salicylates","Tricosal","generic name: choline salicylate/magnesium salicylate"
"sclerosing agents","Asclera","generic name: polidocanol"
"sclerosing agents","Ethamolin","generic name: ethanolamine oleate"
"sclerosing agents","Sotradecol","generic name: sodium tetradecyl sulfate"
"sclerosing agents","Varithena","generic name: polidocanol"
"second generation cephalosporins","Lorabid","generic name: loracarbef"
"second generation cephalosporins","Cefotan","generic name: cefotetan"
"second generation cephalosporins","Zinacef","generic name: cefuroxime"
"second generation cephalosporins","Ceftin","generic name: cefuroxime"
"second generation cephalosporins","Cefzil","generic name: cefprozil"
"second generation cephalosporins","Lorabid Pulvules","generic name: loracarbef"
"second generation cephalosporins","Mefoxin","generic name: cefoxitin"
"selective estrogen receptor modulators","Evista","generic name: raloxifene"
"selective estrogen receptor modulators","Osphena","generic name: ospemifene"
"selective estrogen receptor modulators","Nolvadex","generic name: tamoxifen"
"selective estrogen receptor modulators","Fareston","generic name: toremifene"
"selective estrogen receptor modulators","Soltamox","generic name: tamoxifen"
"selective immunosuppressants","Amevive","generic name: alefacept"
"selective immunosuppressants","Rapamune","generic name: sirolimus"
"selective immunosuppressants","Raptiva","generic name: efalizumab"
"selective immunosuppressants","Myfortic","generic name: mycophenolic acid"
"selective immunosuppressants","CellCept","generic name: mycophenolate mofetil"
"selective immunosuppressants","Tysabri","generic name: natalizumab"
"selective immunosuppressants","Benlysta","generic name: belimumab"
"selective immunosuppressants","Gilenya","generic name: fingolimod"
"selective immunosuppressants","Tecfidera","generic name: dimethyl fumarate"
"selective immunosuppressants","Arava","generic name: leflunomide"
"selective immunosuppressants","Afinitor","generic name: everolimus"
"selective immunosuppressants","Orencia","generic name: abatacept"
"selective immunosuppressants","Aubagio","generic name: teriflunomide"
"selective immunosuppressants","Entyvio","generic name: vedolizumab"
"selective immunosuppressants","Afinitor Disperz","generic name: everolimus"
"selective immunosuppressants","Atgam","generic name: lymphocyte immune globulin, anti-thy (equine)"
"selective immunosuppressants","Nulojix","generic name: belatacept"
"selective immunosuppressants","Olumiant","generic name: baricitinib"
"selective immunosuppressants","Orthoclone OKT3","generic name: muromonab-cd3"
"selective immunosuppressants","Soliris","generic name: eculizumab"
"selective immunosuppressants","Thymoglobulin","generic name: anti-thymocyte globulin (rabbit)"
"selective immunosuppressants","Zortress","generic name: everolimus"
"selective phosphodiesterase-4 inhibitors","Daliresp","generic name: roflumilast"
"selective serotonin reuptake inhibitors","Sarafem","generic name: fluoxetine"
"selective serotonin reuptake inhibitors","Luvox CR","generic name: fluvoxamine"
"selective serotonin reuptake inhibitors","Lexapro","generic name: escitalopram"
"selective serotonin reuptake inhibitors","Pexeva","generic name: paroxetine"
"selective serotonin reuptake inhibitors","Celexa","generic name: citalopram"
"selective serotonin reuptake inhibitors","Prozac","generic name: fluoxetine"
"selective serotonin reuptake inhibitors","Paxil CR","generic name: paroxetine"
"selective serotonin reuptake inhibitors","Zoloft","generic name: sertraline"
"selective serotonin reuptake inhibitors","Luvox","generic name: fluvoxamine"
"selective serotonin reuptake inhibitors","Paxil","generic name: paroxetine"
"selective serotonin reuptake inhibitors","Brisdelle","generic name: paroxetine"
"selective serotonin reuptake inhibitors","Prozac Weekly","generic name: fluoxetine"
"selective serotonin reuptake inhibitors","Selfemra","generic name: fluoxetine"
"selective serotonin reuptake inhibitors","Rapiflux","generic name: fluoxetine"
"serotonin-norepinephrine reuptake inhibitors","Effexor XR","generic name: venlafaxine"
"serotonin-norepinephrine reuptake inhibitors","Pristiq","generic name: desvenlafaxine"
"serotonin-norepinephrine reuptake inhibitors","Savella","generic name: milnacipran"
"serotonin-norepinephrine reuptake inhibitors","Cymbalta","generic name: duloxetine"
"serotonin-norepinephrine reuptake inhibitors","Effexor","generic name: venlafaxine"
"serotonin-norepinephrine reuptake inhibitors","Fetzima","generic name: levomilnacipran"
"serotonin-norepinephrine reuptake inhibitors","Irenka","generic name: duloxetine"
"serotonin-norepinephrine reuptake inhibitors","Khedezla","generic name: desvenlafaxine"
"serotoninergic neuroenteric modulators","Zelnorm","generic name: tegaserod"
"serotoninergic neuroenteric modulators","Lotronex","generic name: alosetron"
"sex hormone combinations","Estratest","generic name: esterified estrogens/methyltestosterone"
"sex hormone combinations","Estrostep Fe","generic name: ethinyl estradiol/norethindrone"
"sex hormone combinations","Norinyl 1+35","generic name: ethinyl estradiol/norethindrone"
"sex hormone combinations","Zeosa","generic name: ethinyl estradiol/norethindrone"
"sex hormone combinations","Estratest H.S.","generic name: esterified estrogens/methyltestosterone"
"sex hormone combinations","Activella","generic name: estradiol/norethindrone"
"sex hormone combinations","Duavee","generic name: bazedoxifene/conjugated estrogens"
"sex hormone combinations","Ovcon 35","generic name: ethinyl estradiol/norethindrone"
"sex hormone combinations","Ortho-Novum 1 / 35","generic name: ethinyl estradiol/norethindrone"
"sex hormone combinations","Angeliq","generic name: drospirenone/estradiol"
"sex hormone combinations","Aranelle","generic name: ethinyl estradiol/norethindrone"
"sex hormone combinations","Loestrin Fe 1.5 / 30","generic name: ethinyl estradiol/norethindrone"
"sex hormone combinations","Microgestin 1.5 / 30","generic name: ethinyl estradiol/norethindrone"
"sex hormone combinations","Necon 0.5 / 35","generic name: ethinyl estradiol/norethindrone"
"sex hormone combinations","Tri-Legest Fe","generic name: ethinyl estradiol/norethindrone"
"sex hormone combinations","Zenchent","generic name: ethinyl estradiol/norethindrone"
"sex hormone combinations","Femcon Fe","generic name: ethinyl estradiol/norethindrone"
"sex hormone combinations","Ortho-Novum 7 / 7 / 7","generic name: ethinyl estradiol/norethindrone"
"sex hormone combinations","CombiPatch","generic name: estradiol/norethindrone"
"sex hormone combinations","Premphase","generic name: conjugated estrogens/medroxyprogesterone"
"sex hormone combinations","Cyclafem 7 / 7 / 7","generic name: ethinyl estradiol/norethindrone"
"sex hormone combinations","Wera","generic name: ethinyl estradiol/norethindrone"
"sex hormone combinations","Generess Fe","generic name: ethinyl estradiol/norethindrone"
"sex hormone combinations","Necon 1 / 35","generic name: ethinyl estradiol/norethindrone"
"sex hormone combinations","Necon 7 / 7 / 7","generic name: ethinyl estradiol/norethindrone"
"sex hormone combinations","femhrt","generic name: ethinyl estradiol/norethindrone"
"sex hormone combinations","Microgestin 1 / 20","generic name: ethinyl estradiol/norethindrone"
